year_month,mean_negativity_combined,mean_negativity_eng,mean_negativity_tha,mean_sentiment_combined,mean_sentiment_eng,mean_sentiment_tha,n_articles_combined,n_articles_eng,n_articles_tha,gasohol95_retail_bkk,diesel_retail_bkk,gasohol95_wholesale,diesel_wholesale,epu_us,epu_china,epu_global,gpr_global,gpr_global_acts,gpr_thailand,gpr_idn,gpr_mys,gpr_vnm,gpr_phl
2021-05,0.4496842105263158,0.4556626506024096,0.4083333333333334,-0.1444210526315789,-0.1749397590361445,0.0666666666666666,95.0,83.0,12.0,27.46,27.54,24.89660236,25.48035096,172.0,375.0,129.4448387096774,93.00713348388672,52.62611389160156,0.06360745429992676,0.03180372714996338,0.07269422709941864,0.0454338937997818,0.0227169468998909
2021-06,0.3332530120481927,0.3193150684931506,0.4349999999999999,-0.0493975903614457,-0.0438356164383561,-0.09,83.0,73.0,10.0,28.12,28.50333333,25.84317789,26.50849274,149.0,281.0,113.146,74.12712097167969,46.34864044189453,0.04177497327327728,0.009283327497541904,0.009283327497541904,0.02784998156130314,0.01392499078065157
2021-07,0.3434782608695652,0.3298780487804878,0.4549999999999999,-0.0842391304347826,-0.0591463414634146,-0.29,92.0,82.0,10.0,29.41451613,28.96419355,27.20150762,27.20775688,182.0,402.0,130.01032258064518,58.42076873779297,50.7158317565918,0.008962983265519142,0.0,0.008962983265519142,0.04929640516638756,0.03585193306207657
2021-08,0.3085365853658536,0.3215277777777777,0.215,0.0091463414634146,-0.0159722222222222,0.19,82.0,72.0,10.0,29.46,29,26.74045753,27.04132653,157.0,427.0,124.14419354838711,89.4865493774414,76.48285675048828,0.0,0.028964517638087273,0.0,0.2124064713716507,0.004827419761568308
2021-09,0.3525,0.3301470588235294,0.4791666666666667,-0.051,-0.0166176470588235,-0.2458333333333333,80.0,68.0,12.0,29.75,29.61,27.08443588,28.15541077,171.0,325.0,120.22966666666666,80.69696807861328,67.94027709960938,0.028089888393878937,0.02340823970735073,0.018726591020822525,0.08895131200551987,0.02340823970735073
2021-10,0.5103092783505154,0.512,0.5045454545454545,-0.2319587628865979,-0.2506666666666666,-0.1681818181818181,97.0,75.0,22.0,31.51774194,29.61903226,29.90468587,28.84039704,137.0,276.0,109.64838709677419,79.02923583984375,61.149112701416016,0.00896177813410759,0.00896177813410759,0.013442667201161385,0.02688533440232277,0.040327999740839005
2021-11,0.4300961538461539,0.4598809523809524,0.305,-0.0809615384615384,-0.1597619047619047,0.25,104.0,84.0,20.0,31.99,29.44,29.47897847,27.68578698,176.0,272.0,135.15266666666668,86.56914520263672,39.74269104003906,0.03316749632358551,0.004738213494420052,0.018952853977680206,0.018952853977680206,0.018952853977680206
2021-12,0.350561797752809,0.3507042253521126,0.35,-0.0376404494382022,-0.0422535211267605,-0.0194444444444444,89.0,71.0,18.0,30.56,28.16,27.98935756,26.47440771,201.0,389.0,137.1274193548387,105.34542083740234,47.65493392944336,0.07899284362792969,0.014811158180236816,0.024685263633728027,0.03455936908721924,0.024685263633728027
2022-01,0.6229166666666667,0.6266666666666667,0.6095238095238096,-0.3717708333333333,-0.3798666666666666,-0.3428571428571428,96.0,75.0,21.0,32.58,29.58,30.0655925,28.85765587,155.0,286.0,145.67000000000002,138.67498779296875,63.251529693603516,0.019391119480133057,0.014543339610099792,0.009695559740066528,0.053325578570365906,0.03878223896026611
2022-02,0.6004587155963304,0.595679012345679,0.6142857142857142,-0.3320183486238532,-0.3208641975308642,-0.3642857142857143,109.0,81.0,28.0,35.36,29.33,32.3260252,28.19175708,140.0,259.0,127.98964285714285,216.1590118408203,105.21830749511719,0.030202355235815048,0.060404710471630096,0.050337258726358414,0.08053961396217346,0.025168629363179207
2022-03,0.6635454545454547,0.6819354838709678,0.5629411764705883,-0.4141818181818182,-0.4488172043010753,-0.2247058823529412,110.0,93.0,17.0,39.1,29.9,36.80509799,28.5268061,229.0,527.0,186.61451612903227,318.9549255371094,250.9558563232422,0.048146363347768784,0.09629272669553757,0.06740491092205048,0.06740491092205048,0.05777563899755478
2022-04,0.5348958333333332,0.5441558441558442,0.4973684210526315,-0.2565624999999999,-0.2987012987012987,-0.0857894736842105,96.0,77.0,19.0,38.82,29.94,36.46166639,28.9364676,169.0,535.0,136.31366666666665,191.14309692382812,184.41781616210938,0.01749679259955883,0.04665811359882355,0.01749679259955883,0.0874839648604393,0.005832264199852943
2022-05,0.5269607843137255,0.5035714285714286,0.6361111111111111,-0.2087254901960784,-0.1754761904761904,-0.3638888888888889,102.0,84.0,18.0,42.1,31.97,40.30171958,30.48545508,190.0,407.0,133.7783870967742,142.25848388671875,140.13734436035156,0.028294946998357773,0.09054382890462875,0.02263595722615719,0.07356686145067215,0.03961292654275894
2022-06,0.5700000000000001,0.5649411764705883,0.5904761904761905,-0.2631132075471698,-0.2569411764705882,-0.288095238095238,106.0,85.0,21.0,44.78,34.31,42.32755356,32.95962641,153.0,356.0,133.46733333333333,130.7073211669922,114.81468963623047,0.035319048911333084,0.07063809782266617,0.04120555520057678,0.07063809782266617,0.035319048911333084
2022-07,0.5002020202020202,0.5298765432098765,0.3666666666666666,-0.1407070707070707,-0.2009876543209876,0.1305555555555555,99.0,81.0,18.0,40.05,34.94,36.76078618,33.46335085,223.0,399.0,146.90064516129033,117.17676544189453,97.83872985839844,0.034855350852012634,0.0987568274140358,0.017427675426006317,0.04066457599401474,0.011618450284004211
2022-08,0.4678947368421052,0.4682926829268292,0.4653846153846154,-0.1054736842105263,-0.1045121951219512,-0.1115384615384615,95.0,82.0,13.0,37.35,34.94,34.19264156,33.64668483,183.0,431.0,119.1632258064516,132.86322021484375,111.15857696533203,0.02960682101547718,0.06513500958681107,0.07105637341737747,0.05921364203095436,0.07105637341737747
2022-09,0.3922680412371134,0.4323863636363636,,-0.1056701030927835,-0.1164772727272727,,97.0,88.0,9.0,35.23,34.94,32.0324122,33.18826829,202.0,521.0,109.556,131.98587036132812,108.6280746459961,0.017673049122095108,0.02945508062839508,0.035346098244190216,0.05891016125679016,0.035346098244190216
2022-10,0.3506172839506172,0.3890410958904109,,-0.0561728395061728,-0.0623287671232876,,81.0,73.0,8.0,35.16,34.94,32.03818261,33.58216869,207.0,552.0,139.82999999999998,143.16241455078125,112.6750259399414,0.022719526663422585,0.05111893638968468,0.017039645463228226,0.08519823104143143,0.011359763331711292
2022-11,0.3958333333333333,0.4069444444444444,0.3291666666666666,-0.0395238095238095,-0.0648611111111111,0.1124999999999999,84.0,72.0,12.0,35.78,34.94,32.32290233,33.03429726,210.0,810.0,147.65466666666669,116.7162857055664,98.68260955810547,0.03991105407476425,0.3991105556488037,0.0114031583070755,0.068418949842453,0.022806316614151
2022-12,0.4029787234042553,0.4353749999999999,0.2178571428571429,-0.0973404255319149,-0.14625,0.1821428571428571,94.0,80.0,14.0,34.56612903,34.94,31.03622177,33.42913818,150.0,625.0,132.44451612903225,111.19593811035156,109.772216796875,0.024796973913908005,0.09918789565563202,0.0,0.024796973913908005,0.012398486956954002
2023-01,0.3604301075268817,0.354625,0.3961538461538461,0.0277419354838709,0.030375,0.0115384615384615,93.0,80.0,13.0,35.54,34.94,32.14220273,33.36723736,161.0,529.0,186.76645161290324,104.26704406738281,94.62993621826172,0.03158958628773689,0.03158958628773689,0.006317917723208666,0.06949709355831146,0.018953753635287285
2023-02,0.3240909090909091,0.3464102564102564,0.15,0.0389772727272727,-0.0085897435897435,0.41,88.0,78.0,10.0,36.08,34.57,32.83015917,32.78900147,153.0,514.0,120.97035714285714,120.99437713623047,103.02875518798828,0.020013341680169106,0.07338225841522217,0.013342227786779404,0.08005336672067642,0.13342228531837463
2023-03,0.3521978021978022,0.3614285714285714,0.3214285714285714,0.0505494505494505,0.01,0.1857142857142857,91.0,70.0,21.0,36,33.81,32.72622112,31.81852525,200.0,523.0,140.28096774193548,105.37997436523438,86.75404357910156,0.017690764740109444,0.06486614048480988,0.02358768694102764,0.02358768694102764,0.07665998488664627
2023-04,0.3303571428571428,0.3817073170731707,0.2813953488372093,-0.0371428571428571,-0.1114634146341463,0.0337209302325581,84.0,41.0,43.0,36.76,33.04,33.15460851,31.00570482,165.0,256.0,138.75733333333335,106.80965423583984,93.2484130859375,0.0064850845374166965,0.07133592665195465,0.032425422221422195,0.07133592665195465,0.07782100886106491
2023-05,0.3026315789473684,0.2860655737704918,0.37,-0.0324999999999999,-0.0650819672131147,0.1,76.0,61.0,15.0,35.12,32.21,30.96350982,30.01129514,205.0,405.0,190.45548387096773,108.46768188476562,92.75943756103516,0.012116805650293827,0.08481764048337936,0.0060584028251469135,0.08481764048337936,0.036350417882204056
2023-06,0.3264705882352941,0.3540322580645161,0.2521739130434782,-0.0735294117647058,-0.0782258064516129,-0.0608695652173913,85.0,62.0,23.0,35.17,31.94,31.65597828,29.84210132,179.0,385.0,122.38633333333334,110.52894592285156,95.2789077758789,0.030582910403609276,0.06728240102529526,0.02446632832288742,0.07951556891202927,0.018349746242165565
2023-07,0.3198717948717949,0.3456521739130435,0.2828125,-0.0564102564102564,-0.0358695652173913,-0.0859374999999999,78.0,46.0,32.0,36.74,31.94,33.1403047,29.93449259,133.0,435.0,101.65290322580644,107.44878387451172,91.76800537109375,0.02483855001628399,0.04967710003256798,0.02483855001628399,0.06830601394176483,0.02483855001628399
