year_month,relative_month,mean_sentiment_combined,mean_sentiment_eng,mean_sentiment_tha,mean_negativity_combined,gasohol95_retail_bkk,diesel_retail_bkk,gpr_global,gpr_global_acts,epu_global,epu_us
2021-12,t-2,-0.0376404494382022,-0.0422535211267605,-0.0194444444444444,0.350561797752809,30.56,28.16,105.34542083740234,47.65493392944336,137.1274193548387,201.0
2022-01,t-1,-0.3717708333333333,-0.3798666666666666,-0.3428571428571428,0.6229166666666667,32.58,29.58,138.67498779296875,63.25152969360352,145.67000000000002,155.0
2022-02,t_0,-0.3320183486238532,-0.3208641975308642,-0.3642857142857143,0.6004587155963304,35.36,29.33,216.1590118408203,105.2183074951172,127.98964285714284,140.0
2022-03,t+1,-0.4141818181818182,-0.4488172043010753,-0.2247058823529412,0.6635454545454547,39.1,29.9,318.9549255371094,250.9558563232422,186.61451612903227,229.0
2022-04,t+2,-0.2565624999999999,-0.2987012987012987,-0.0857894736842105,0.5348958333333332,38.82,29.94,191.14309692382807,184.41781616210935,136.31366666666665,169.0
2022-05,t+3,-0.2087254901960784,-0.1754761904761904,-0.3638888888888889,0.5269607843137255,42.1,31.97,142.25848388671875,140.13734436035156,133.7783870967742,190.0
2022-06,t+4,-0.2631132075471698,-0.2569411764705882,-0.288095238095238,0.5700000000000001,44.78,34.31,130.7073211669922,114.81468963623048,133.46733333333333,153.0
2022-07,t+5,-0.1407070707070707,-0.2009876543209876,0.1305555555555555,0.5002020202020202,40.05,34.94,117.17676544189452,97.83872985839844,146.90064516129033,223.0
