year_month,mean_negativity_combined,mean_negativity_eng,mean_negativity_tha,mean_sentiment_combined,mean_sentiment_eng,mean_sentiment_tha,n_articles_combined,n_articles_eng,n_articles_tha
2020-08,0.3872093023255814,0.37538461538461537,0.4238095238095238,-0.12930232558139534,-0.12261538461538461,-0.15,86.0,65.0,21.0
2020-09,0.31809523809523815,0.29625,0.38799999999999996,-0.046190476190476185,-0.058750000000000004,-0.005999999999999997,105.0,80.0,25.0
2020-10,0.33596491228070174,0.3975,0.19117647058823528,-0.1043859649122807,-0.18,0.07352941176470587,57.0,40.0,17.0
2020-11,0.3193548387096774,0.24354838709677418,0.47096774193548385,0.003225806451612911,0.07096774193548387,-0.132258064516129,93.0,62.0,31.0
2020-12,0.33164835164835166,0.3236986301369863,0.3638888888888889,0.0032967032967032937,0.002739726027397257,0.005555555555555554,91.0,73.0,18.0
2021-01,0.31250000000000006,0.2941489361702128,0.3909090909090909,0.03577586206896552,0.06436170212765957,-0.08636363636363636,116.0,94.0,22.0
2021-02,0.3595505617977528,0.3361538461538462,0.42291666666666666,-0.07303370786516854,-0.014615384615384613,-0.23124999999999998,89.0,65.0,24.0
2021-03,0.40977011494252874,0.3682539682539682,0.5187499999999999,-0.07206896551724137,-0.03603174603174603,-0.16666666666666666,87.0,63.0,24.0
2021-04,0.28875,0.29765625,0.253125,0.021875,0.04765625,-0.08125,80.0,64.0,16.0
2021-05,0.4496842105263158,0.4556626506024096,0.4083333333333334,-0.14442105263157892,-0.17493975903614456,0.06666666666666668,95.0,83.0,12.0
2021-06,0.33325301204819274,0.31931506849315067,0.43499999999999994,-0.04939759036144578,-0.04383561643835616,-0.09000000000000001,83.0,73.0,10.0
2021-07,0.34347826086956523,0.3298780487804878,0.45499999999999996,-0.08423913043478261,-0.05914634146341463,-0.29,92.0,82.0,10.0
2021-08,0.3085365853658536,0.32152777777777775,0.215,0.009146341463414634,-0.01597222222222222,0.19,82.0,72.0,10.0
2021-09,0.3525,0.3301470588235294,0.4791666666666667,-0.051000000000000004,-0.016617647058823532,-0.24583333333333335,80.0,68.0,12.0
2021-10,0.5103092783505154,0.512,0.5045454545454545,-0.2319587628865979,-0.25066666666666665,-0.16818181818181818,97.0,75.0,22.0
2021-11,0.4300961538461539,0.4598809523809524,0.305,-0.08096153846153847,-0.15976190476190477,0.25,104.0,84.0,20.0
2021-12,0.350561797752809,0.35070422535211265,0.35,-0.03764044943820225,-0.04225352112676057,-0.019444444444444448,89.0,71.0,18.0
2022-01,0.6229166666666667,0.6266666666666667,0.6095238095238096,-0.37177083333333333,-0.37986666666666663,-0.34285714285714286,96.0,75.0,21.0
2022-02,0.6004587155963304,0.595679012345679,0.6142857142857142,-0.33201834862385327,-0.3208641975308642,-0.3642857142857143,109.0,81.0,28.0
2022-03,0.6635454545454547,0.6819354838709678,0.5629411764705883,-0.4141818181818182,-0.4488172043010753,-0.2247058823529412,110.0,93.0,17.0
2022-04,0.5348958333333332,0.5441558441558442,0.4973684210526315,-0.25656249999999997,-0.2987012987012987,-0.08578947368421053,96.0,77.0,19.0
2022-05,0.5269607843137255,0.5035714285714286,0.6361111111111111,-0.20872549019607842,-0.17547619047619048,-0.3638888888888889,102.0,84.0,18.0
2022-06,0.5700000000000001,0.5649411764705883,0.5904761904761905,-0.2631132075471698,-0.25694117647058823,-0.28809523809523807,106.0,85.0,21.0
2022-07,0.5002020202020202,0.5298765432098765,0.36666666666666664,-0.14070707070707072,-0.20098765432098767,0.13055555555555556,99.0,81.0,18.0
2022-08,0.4678947368421052,0.46829268292682924,0.4653846153846154,-0.10547368421052632,-0.10451219512195123,-0.11153846153846156,95.0,82.0,13.0
2022-09,0.3922680412371134,0.4323863636363636,,-0.1056701030927835,-0.11647727272727272,,97.0,88.0,9.0
2022-10,0.35061728395061725,0.3890410958904109,,-0.056172839506172835,-0.06232876712328767,,81.0,73.0,8.0
2022-11,0.3958333333333333,0.40694444444444444,0.32916666666666666,-0.03952380952380953,-0.0648611111111111,0.11249999999999999,84.0,72.0,12.0
2022-12,0.4029787234042553,0.43537499999999996,0.2178571428571429,-0.09734042553191492,-0.14625000000000002,0.18214285714285713,94.0,80.0,14.0
2023-01,0.36043010752688176,0.354625,0.39615384615384613,0.02774193548387097,0.030375000000000003,0.01153846153846155,93.0,80.0,13.0
2023-02,0.3240909090909091,0.3464102564102564,0.15,0.03897727272727272,-0.00858974358974359,0.41,88.0,78.0,10.0
2023-03,0.3521978021978022,0.36142857142857143,0.32142857142857145,0.05054945054945056,0.01,0.18571428571428572,91.0,70.0,21.0
2023-04,0.33035714285714285,0.38170731707317074,0.2813953488372093,-0.037142857142857144,-0.11146341463414634,0.03372093023255814,84.0,41.0,43.0
2023-05,0.3026315789473684,0.2860655737704918,0.37,-0.032499999999999994,-0.06508196721311475,0.1,76.0,61.0,15.0
2023-06,0.3264705882352941,0.3540322580645161,0.25217391304347825,-0.07352941176470588,-0.0782258064516129,-0.0608695652173913,85.0,62.0,23.0
2023-07,0.3198717948717949,0.3456521739130435,0.2828125,-0.056410256410256404,-0.035869565217391305,-0.08593749999999999,78.0,46.0,32.0
2023-08,0.2931818181818182,0.325,0.23166666666666666,0.05056818181818182,0.03362068965517242,0.08333333333333333,88.0,58.0,30.0
2023-09,0.34700000000000003,0.34930555555555554,0.3410714285714286,-0.0292,-0.04611111111111112,0.014285714285714294,100.0,72.0,28.0
2023-10,0.34195402298850575,0.38492063492063494,0.22916666666666666,0.022758620689655173,-0.04873015873015873,0.21041666666666667,87.0,63.0,24.0
2023-11,0.3357142857142857,0.365,0.2625,-0.041071428571428564,-0.09,0.08125,84.0,60.0,24.0
2023-12,0.34681318681318685,0.37971830985915495,0.23000000000000004,0.019450549450549446,-0.06309859154929578,0.3125,91.0,71.0,20.0
2024-01,0.34857142857142853,0.3358695652173913,0.37291666666666673,-0.005714285714285713,-0.00826086956521739,-0.0008333333333333295,70.0,46.0,24.0
2024-02,0.30294117647058827,0.35365853658536583,0.22592592592592592,-0.0029411764705882396,0.018292682926829267,-0.035185185185185194,68.0,41.0,27.0
2024-03,0.2915384615384615,0.2688888888888889,0.34249999999999997,-0.007230769230769234,0.04555555555555555,-0.126,65.0,45.0,20.0
2024-04,0.4421052631578948,0.47547169811320755,0.3652173913043478,-0.10855263157894737,-0.15377358490566037,-0.004347826086956518,76.0,53.0,23.0
2024-05,0.3368852459016393,0.36,0.29285714285714287,-0.05655737704918033,-0.0425,-0.08333333333333333,61.0,40.0,21.0
2024-06,0.36587301587301596,0.35540540540540544,0.3807692307692308,-0.09634920634920635,-0.07621621621621621,-0.125,63.0,37.0,26.0
2024-07,0.3646153846153846,0.3611111111111111,0.3725,-0.09723076923076923,-0.07933333333333334,-0.1375,65.0,45.0,20.0
2024-08,0.23641975308641974,0.26339285714285715,0.17600000000000002,0.0537037037037037,0.03928571428571429,0.086,81.0,56.0,25.0
2024-09,0.2737931034482759,0.3352380952380952,0.1125,0.01982758620689655,-0.007142857142857147,0.090625,58.0,42.0,16.0
2024-10,0.3495402298850575,0.36313432835820897,0.304,-0.05344827586206897,-0.05671641791044776,-0.0425,87.0,67.0,20.0
2024-11,0.317910447761194,0.33229166666666665,0.28157894736842104,-0.056716417910447764,-0.03229166666666667,-0.11842105263157894,67.0,48.0,19.0
2024-12,0.2548192771084338,0.2836065573770492,0.17500000000000002,0.048795180722891573,0.011475409836065577,0.15227272727272728,83.0,61.0,22.0
